hours_studied,attendance_rate,extracurricular,sleep_hours,internet_access,parental_education,test_score,pass_fail
2,53.285431971417616,yes,7.2400714876270635,yes,bachelor,95,1
6,88.77638083475053,yes,9.28047452536875,yes,bachelor,21,0
0,72.66444173740138,no,7.905264214283165,no,master,67,1
9,76.219513466379,no,7.197746719308012,yes,bachelor,68,1
7,72.03813734691141,no,5.946002518692254,no,none,36,0
9,70.0381530437663,no,5.998011478349188,yes,none,48,0
9,77.9820165654109,yes,8.016921731189141,yes,bachelor,12,0
9,57.76201229653562,no,9.964836167327006,no,none,33,0
1,59.09640652476355,no,7.971035139096272,yes,master,85,1
2,93.08928105067587,yes,7.346700504220149,yes,none,52,1
8,97.30577310668164,no,8.383903061435475,no,master,86,1
6,68.66546581398765,yes,6.791233673702309,no,high_school,50,1
3,63.53723365717769,yes,4.360854055604712,no,high_school,2,0
9,82.19997716195078,yes,7.373780895267458,no,high_school,41,0
4,70.43670855490481,no,9.74575170703228,no,high_school,97,1
1,51.26931778301724,no,5.051817654145958,yes,none,31,0
7,57.80762986830952,yes,8.140029344923995,no,bachelor,50,1
3,85.79861144236988,no,5.205602131954339,yes,none,84,1
8,82.94619709550757,no,7.214966106838488,yes,master,45,0
4,51.354799625174174,yes,4.580058697880318,yes,none,20,0
8,61.098608096647474,yes,6.702225617549111,no,none,43,0
3,61.55373982940357,no,8.536979973371476,no,master,10,0
9,83.59463717993643,yes,6.085429145433892,yes,high_school,67,1
4,50.98552688771821,no,7.989470346923309,no,high_school,0,0
8,55.205429099228695,no,8.772699764738375,no,high_school,91,1
7,89.99580426865947,no,9.563066916876716,no,bachelor,62,1
2,58.927233102716684,no,5.407852491132721,no,master,23,0
0,82.63730539259373,yes,6.395895494855849,yes,master,98,1
2,61.90913905233633,yes,4.914496079982505,yes,none,12,0
3,54.97206963796726,yes,9.954901012950252,no,bachelor,97,1
1,62.1586095499727,yes,9.562005807545772,yes,high_school,10,0
0,86.11334659278296,no,7.239742781683358,no,bachelor,99,1
6,92.78482340531428,no,9.052199766258529,no,master,50,1
7,91.51099322834958,yes,7.125747863632253,yes,master,16,0
6,69.85917648092274,no,7.741514128016558,yes,none,98,1
4,83.40425682853231,no,4.5347465926960995,yes,none,81,1
0,60.24921477079105,no,8.531622522980847,no,master,85,1
6,64.65738651305067,yes,4.766280901811409,yes,high_school,23,0
6,94.81679092605599,yes,8.95640578151517,no,high_school,18,0
8,50.6500961755368,yes,8.692168526022314,yes,bachelor,36,0
2,54.2754265427234,no,8.252468186457858,yes,master,84,1
